ambient_temp(C),PbOA2(ml),ODE(ml),OLA(ml),t_inject(C),TMS(ul),ODE_for_TMS(ml),Cl_at_high_t(mM),Cl_at_60C(mM),Result_wavelength(nm),Result_peak/valley
20.4,18.0,15.0,0.0,160.0,200.0,8.0,0.0,0.0,1658.0,5.2
20.4,18.0,15.0,0.0,160.0,200.0,8.0,0.0,0.0,1661.0,5.7
20.4,18.0,15.0,0.0,165.0,200.0,8.0,0.0,0.0,1658.0,5.3
20.4,18.0,15.0,0.0,80.0,240.0,13.0,0.0,0.0,1166.0,7.0
20.4,18.0,15.0,0.0,80.0,240.0,13.0,0.0,0.0,1295.0,9.5
20.4,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1283.0,7.7
20.4,18.0,15.0,0.0,120.0,240.0,8.0,0.0,0.0,1274.0,6.8
20.4,18.0,15.0,0.0,140.0,240.0,8.0,0.0,0.0,1352.0,7.5
20.4,18.0,15.0,0.0,130.0,240.0,8.0,0.0,0.0,1346.0,7.6
20.4,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1872.0,3.4
20.4,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1847.0,3.2
20.4,18.0,15.0,0.0,150.0,190.0,8.0,0.0,0.0,1820.0,5.3
20.4,18.0,15.0,0.0,155.0,190.0,8.0,0.0,0.0,1826.0,2.8
20.4,18.0,15.0,0.0,145.0,190.0,8.0,0.0,0.0,1766.0,3.8
20.4,18.0,15.0,0.0,146.0,190.0,8.0,0.0,0.0,1814.0,3.1
20.4,18.0,15.0,0.0,140.0,190.0,8.0,0.0,0.3,1833.0,9.7
20.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.3,1734.0,6.2
20.4,18.0,15.0,0.0,140.0,200.0,10.0,0.0,0.3,1716.0,9.9
20.4,18.0,15.0,0.0,130.0,200.0,12.0,0.0,0.3,1563.0,8.0
20.4,18.0,15.0,0.0,120.0,200.0,10.0,0.0,0.3,1469.0,8.7
20.4,18.0,15.0,0.0,110.0,200.0,10.0,0.0,0.3,1346.0,9.7
19.9,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.6,971.0,3.4
19.9,4.5,15.0,0.0,110.0,190.0,8.0,0.0,0.3,983.0,3.4
19.9,4.5,15.0,0.5,63.0,210.0,12.0,0.0,0.3,650.0,1.3
19.9,4.5,15.0,0.5,63.0,210.0,12.0,0.0,0.3,655.0,1.4
19.9,4.5,15.0,0.09,95.0,210.0,12.0,0.0,0.0,836.0,1.9
19.9,4.5,15.0,0.09,100.0,210.0,12.0,0.0,0.0,854.0,2.0
19.9,18.0,15.0,0.0,150.0,210.0,8.0,0.3,0.0,1481.0,8.1
19.9,18.0,15.0,0.0,150.0,210.0,8.0,0.0,0.3,1439.0,8.2
19.9,18.0,15.0,0.0,165.0,210.0,8.0,0.3,0.0,1569.0,7.8
19.9,18.0,15.0,0.0,165.0,210.0,8.0,0.0,0.3,1569.0,9.3
19.9,18.0,15.0,0.0,155.0,190.0,8.0,0.3,0.0,1851.0,6.7
19.9,18.0,15.0,0.0,155.0,190.0,8.0,0.0,0.3,1836.0,8.1
19.9,18.0,15.0,0.0,150.0,195.0,8.0,0.3,0.0,1773.0,4.9
19.9,18.0,15.0,0.0,155.0,195.0,10.0,0.0,0.3,1773.0,4.9
19.9,18.0,15.0,0.0,85.0,240.0,12.0,0.0,0.3,1211.0,9.0
19.9,18.0,15.0,0.0,95.0,240.0,12.0,0.0,0.3,1247.0,10.1
19.9,4.5,15.0,0.0,100.0,240.0,12.0,0.0,0.3,947.0,2.2
19.9,4.5,15.0,0.0,100.0,240.0,12.0,0.0,0.0,947.0,2.0
19.9,4.5,15.0,0.0,85.0,240.0,12.0,0.42,0.0,911.0,3.0
19.9,4.5,15.0,0.0,85.0,240.0,12.0,0.72,0.0,935.0,3.1
19.9,18.0,15.0,0.0,152.0,200.0,8.0,0.0,0.3,1604.0,11.0
19.9,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.3,1790.0,6.4
19.9,18.0,15.0,0.0,160.0,200.0,8.0,0.0,0.3,1622.0,7.5
19.9,18.0,15.0,0.0,145.0,200.0,8.0,0.3,0.0,1652.0,8.0
19.9,18.0,15.0,0.0,165.0,200.0,8.0,0.0,0.3,1808.0,5.8
19.9,18.0,15.0,0.0,155.0,200.0,8.0,0.3,0.0,1664.0,7.7
16.2,4.5,15.0,0.0,90.0,240.0,12.0,0.0,0.0,926.0,2.5
16.2,4.5,15.0,0.0,85.0,240.0,12.0,0.0,0.0,917.0,2.3
16.2,4.5,15.0,0.0,75.0,240.0,12.0,0.0,0.3,851.0,2.03
16.2,4.5,15.0,0.0,80.0,240.0,12.0,0.0,1.5,905.0,2.9
16.2,4.5,15.0,0.0,110.0,240.0,8.0,0.0,1.5,977.0,2.8
16.2,4.5,15.0,0.0,100.0,240.0,12.0,0.3,0.0,947.0,3.5
16.2,4.5,15.0,0.0,100.0,240.0,12.0,0.3,0.0,938.0,3.8
16.2,4.5,15.0,0.0,100.0,240.0,12.0,0.3,0.0,953.0,3.3
16.2,4.5,15.0,0.0,100.0,240.0,12.0,0.3,0.0,953.0,3.2
16.2,18.0,15.0,0.0,130.0,210.0,8.0,0.0,0.0,1487.0,14.9
16.2,18.0,15.0,0.0,140.0,210.0,8.0,0.0,0.0,1499.0,13.9
16.2,18.0,15.0,0.0,100.0,210.0,8.0,0.0,0.3,1361.0,12.3
16.2,18.0,15.0,0.0,165.0,210.0,8.0,0.0,0.3,1622.0,8.8
16.2,4.5,15.0,0.0,80.0,240.0,12.0,0.0,0.0,893.0,2.3
16.2,4.5,15.0,0.0,80.0,240.0,12.0,0.0,0.0,881.0,2.2
16.2,4.5,15.0,0.0,90.0,240.0,12.0,0.0,0.0,941.0,2.4
16.2,4.5,15.0,0.0,90.0,240.0,12.0,0.0,0.0,941.0,2.3
16.2,4.5,15.0,0.0,85.0,240.0,12.0,0.0,0.0,902.0,2.3
16.2,4.5,15.0,0.0,90.0,240.0,12.0,0.0,0.0,902.0,2.4
16.2,18.0,15.0,0.0,100.0,210.0,8.0,0.0,0.15,1352.0,12.2
16.2,18.0,15.0,0.0,165.0,210.0,8.0,0.0,0.15,1529.0,11.5
16.2,18.0,15.0,0.0,100.0,210.0,8.0,0.0,0.3,1451.0,12.3
16.2,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.3,1709.0,7.4
16.2,18.0,15.0,0.0,100.0,210.0,8.0,0.0,0.3,1517.0,11.6
16.2,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.3,1661.0,9.7
16.2,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.3,1643.0,8.0
16.2,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.3,1622.0,9.2
16.2,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.3,1826.0,5.8
16.2,18.0,15.0,0.0,157.0,200.0,8.0,0.0,0.3,1826.0,6.1
16.2,4.5,15.0,0.0,90.0,240.0,12.0,0.0,0.0,947.0,2.4
16.2,4.5,15.0,0.0,90.0,240.0,12.0,0.0,0.0,941.0,2.5
16.2,4.5,15.0,0.0,90.0,240.0,12.0,0.0,0.0,929.0,2.5
16.2,4.5,15.0,0.0,85.0,250.0,12.0,0.0,0.0,905.0,2.3
16.2,4.5,15.0,0.0,80.0,240.0,12.0,0.8,0.0,905.0,2.9
16.2,4.5,15.0,0.0,80.0,240.0,12.0,0.5,0.5,962.0,2.6
16.2,18.0,15.0,0.0,105.0,240.0,8.0,0.7,0.0,1136.0,3.7
16.2,18.0,15.0,0.0,90.0,240.0,12.0,0.8,0.0,1175.0,3.5
16.2,4.5,15.0,0.0,63.0,210.0,12.0,0.0,0.3,650.0,1.0
16.2,4.5,15.0,0.0,63.0,210.0,12.0,0.0,0.3,650.0,1.0
16.2,4.5,15.0,0.0,63.0,210.0,12.0,0.0,0.0,689.0,1.0
16.2,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,770.0,1.65
16.2,18.0,15.0,0.0,105.0,240.0,12.0,0.0,0.0,1259.0,7.2
16.2,18.0,15.0,0.0,150.0,200.0,12.0,0.0,0.0,1610.0,7.3
10.4,4.5,15.0,0.0,80.0,240.0,12.0,0.0,0.0,917.0,2.3
10.4,4.5,15.0,0.0,70.0,240.0,12.0,0.0,0.0,836.0,1.8
10.4,18.0,15.0,0.0,150.0,200.0,8.0,0.0,0.3,1556.0,14.0
10.4,18.0,15.0,0.0,150.0,190.0,8.0,0.0,0.3,1769.0,8.8
10.4,18.0,15.0,0.0,165.0,190.0,8.0,0.0,0.3,1862.0,8.8
10.4,18.0,15.0,0.0,165.0,200.0,8.0,0.0,0.0,1622.0,5.4
10.4,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1619.0,7.1
10.4,18.0,15.0,0.0,153.0,200.0,8.0,0.0,0.0,1598.0,6.0
10.4,18.0,15.0,0.0,105.0,240.0,12.0,0.0,0.0,1223.0,8.5
10.4,18.0,15.0,0.0,105.0,240.0,12.0,0.0,0.0,1169.0,7.0
10.4,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1319.0,8.1
10.4,18.0,15.0,0.0,125.0,240.0,12.0,0.0,0.0,1289.0,8.1
10.4,18.0,15.0,0.0,107.0,240.0,12.0,0.0,0.0,1250.0,7.3
10.4,18.0,15.0,0.0,125.0,240.0,12.0,0.0,0.0,1358.0,7.2
10.4,4.5,15.0,0.0,75.0,240.0,12.0,0.0,0.3,917.0,2.6
10.4,4.5,15.0,0.09,78.0,210.0,12.0,0.0,0.3,731.0,1.3
10.4,4.5,15.0,0.09,85.0,210.0,12.0,0.0,0.3,785.0,1.6
10.4,4.5,15.0,0.09,100.0,210.0,12.0,0.0,0.3,818.0,2.0
10.4,4.5,15.0,0.09,83.0,210.0,12.0,0.0,0.3,760.0,1.7
10.4,4.5,15.0,0.09,110.0,210.0,12.0,0.0,0.3,905.0,1.8
10.4,4.5,15.0,0.0,79.0,280.0,12.0,0.0,0.0,911.0,2.1
10.4,4.5,15.0,0.0,77.0,280.0,12.0,0.0,0.0,917.0,2.1
10.4,4.5,15.0,0.0,75.0,280.0,12.0,0.0,0.01,917.0,2.0
10.4,4.5,15.0,0.0,75.0,280.0,12.0,0.0,0.01,917.0,1.9
3.9,18.0,15.0,0.0,107.0,240.0,12.0,0.0,0.0,1184.0,7.0
3.9,18.0,15.0,0.0,107.0,240.0,12.0,0.0,0.0,1223.0,7.6
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1221.0,8.7
3.9,18.0,15.0,0.0,110.0,240.0,12.0,0.0,0.0,1188.0,7.0
3.9,4.5,15.0,0.0,75.0,280.0,12.0,0.0,0.0,875.0,1.9
3.9,4.5,15.0,0.0,73.0,280.0,12.0,0.0,0.0,869.0,1.9
3.9,4.5,15.0,0.5,60.0,210.0,12.0,0.0,0.3,629.0,1.1
3.9,4.5,15.0,0.5,60.0,210.0,12.0,0.0,0.3,635.0,1.11
3.9,4.5,15.0,0.09,80.0,210.0,12.0,0.0,0.3,774.0,1.6
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1223.0,8.6
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1301.0,9.9
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1259.0,8.2
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1274.0,9.2
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1244.0,7.2
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1256.0,8.2
3.9,4.5,15.0,0.5,60.0,210.0,12.0,0.0,0.3,637.0,1.0
3.9,4.5,15.0,0.09,80.0,210.0,12.0,0.0,0.0,761.0,1.6
3.9,4.5,15.0,0.5,60.0,210.0,12.0,0.3,0.0,673.0,1.0
3.9,18.0,15.0,0.0,105.0,240.0,12.0,0.0,0.0,1169.0,6.1
3.9,18.0,15.0,0.0,105.0,240.0,12.0,0.0,0.0,1232.0,6.6
3.9,18.0,15.0,0.0,105.0,240.0,12.0,0.0,0.0,1268.0,6.6
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1250.0,6.9
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1205.0,7.3
3.9,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1169.0,6.5
-1.5,18.0,15.0,0.0,110.0,240.0,12.0,0.6,0.0,1256.0,10.0
-1.5,18.0,15.0,0.0,100.0,240.0,12.0,0.6,0.0,1199.0,7.0
-1.5,18.0,15.0,0.0,110.0,240.0,12.0,0.0,0.3,1289.0,13.6
-1.5,18.0,15.0,0.0,100.0,240.0,12.0,0.0,0.3,1142.0,7.0
-1.5,18.0,15.0,0.0,85.0,240.0,12.0,0.0,0.3,1100.0,7.3
-1.5,4.5,15.0,0.0,100.0,200.0,12.0,0.0,0.0,947.0,3.2
-1.5,4.5,15.0,0.0,100.0,240.0,12.0,0.0,0.0,1151.0,7.0
-1.5,4.5,15.0,0.0,85.0,240.0,12.0,0.0,0.0,1157.0,7.0
-1.5,4.5,15.0,0.0,70.0,290.0,12.0,0.0,0.0,863.0,1.7
-1.5,4.5,15.0,0.0,70.0,290.0,12.0,0.0,0.0,863.0,1.6
-1.5,4.5,15.0,0.0,70.0,290.0,12.0,0.0,0.0,875.0,1.5
-1.5,18.0,15.0,0.0,80.0,240.0,12.0,0.0,0.0,1079.0,6.1
-1.5,18.0,15.0,0.0,80.0,240.0,12.0,0.0,0.0,989.0,3.8
-1.5,18.0,15.0,0.0,100.0,240.0,12.0,0.0,0.0,1238.0,10.0
-4.6,18.0,15.0,0.0,125.0,240.0,8.0,0.0,0.0,1289.0,5.1
-4.6,18.0,15.0,0.0,145.0,200.0,8.0,0.0,0.0,1649.0,4.4
-4.6,18.0,15.0,0.0,105.0,240.0,10.0,0.0,0.0,1229.0,5.3
-4.6,18.0,15.0,0.0,105.0,240.0,10.0,0.0,0.0,1256.0,6.3
-4.6,18.0,15.0,0.0,125.0,240.0,8.0,0.0,0.0,1232.0,5.4
-4.6,18.0,15.0,0.0,145.0,200.0,8.0,0.0,0.0,1604.0,5.7
-4.6,18.0,15.0,0.0,155.0,200.0,8.0,0.0,0.0,1586.0,4.4
-4.6,18.0,15.0,0.0,125.0,240.0,8.0,0.0,0.0,1277.0,7.3
-4.6,18.0,15.0,0.0,108.0,240.0,8.0,0.0,0.0,1232.0,7.3
-4.6,18.0,15.0,0.0,125.0,240.0,8.0,0.0,0.0,1274.0,8.3
-4.6,18.0,15.0,0.0,130.0,240.0,8.0,0.0,0.0,1304.0,8.5
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,905.0,2.1
-4.6,4.5,15.0,0.0,77.0,290.0,12.0,0.0,0.0,887.0,1.9
-4.6,4.5,15.0,0.0,75.0,290.0,12.0,0.0,0.0,893.0,1.7
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,947.0,2.1
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,938.0,1.6
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,953.0,2.0
-4.6,18.0,15.0,0.0,120.0,200.0,8.0,0.0,0.3,1460.0,11.9
-4.6,18.0,15.0,0.0,120.0,200.0,8.0,0.0,0.3,1487.0,13.2
-4.6,18.0,15.0,0.0,145.0,200.0,8.0,0.0,0.3,1700.0,7.8
-4.6,18.0,15.0,0.0,108.0,240.0,8.0,0.0,0.3,1223.0,11.0
-4.6,18.0,15.0,0.0,108.0,240.0,8.0,0.0,0.3,1211.0,10.0
-4.6,18.0,15.0,0.0,135.0,200.0,8.0,0.0,0.3,1586.0,12.2
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,899.0,1.5
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,905.0,1.9
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,917.0,2.3
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,947.0,2.1
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,893.0,1.9
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,905.0,2.1
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,923.0,1.9
-4.6,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.0,923.0,2.2
-3.8,4.5,15.0,0.0,70.0,290.0,14.0,0.0,0.0,923.0,1.4
-3.8,4.5,15.0,0.0,80.0,290.0,12.0,0.0,0.3,947.0,2.8
-3.8,4.5,15.0,0.0,108.0,240.0,8.0,0.0,0.3,1289.0,9.8
-3.8,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,821.0,1.9
-3.8,18.0,15.0,0.0,80.0,240.0,12.0,0.0,0.3,1169.0,7.0
-3.8,18.0,15.0,0.0,95.0,240.0,12.0,0.0,0.0,1226.0,8.9
-3.8,18.0,15.0,0.0,78.0,240.0,12.0,0.0,0.3,1253.0,10.9
-3.8,18.0,15.0,0.0,77.0,240.0,12.0,0.0,0.3,1271.0,10.9
-3.8,18.0,15.0,0.0,85.0,240.0,12.0,0.0,0.3,1241.0,11.6
-3.8,18.0,15.0,0.0,75.0,245.0,14.0,0.0,0.3,1019.0,5.0
-3.8,18.0,15.0,0.0,75.0,255.0,14.0,0.0,0.3,989.0,4.2
-3.8,18.0,15.0,0.0,120.0,200.0,8.0,0.0,0.3,1511.0,9.1
-3.8,18.0,15.0,0.0,85.0,240.0,12.0,0.0,0.1,1118.0,7.3
-3.8,18.0,15.0,0.0,85.0,240.0,12.0,0.0,0.2,1142.0,7.0
-3.8,18.0,15.0,0.0,85.0,240.0,12.0,0.0,0.3,1250.0,13.4
-3.8,18.0,15.0,0.0,140.0,240.0,8.0,0.0,0.3,1346.0,11.4
-3.8,18.0,15.0,0.0,140.0,240.0,8.0,0.0,0.3,1391.0,13.6
-3.8,18.0,15.0,0.0,140.0,240.0,8.0,0.0,0.3,1358.0,13.7
-3.8,18.0,15.0,0.0,75.0,255.0,14.0,0.0,0.3,1025.0,5.6
-3.8,18.0,15.0,0.0,75.0,255.0,14.0,0.0,0.3,1007.0,5.0
-3.8,18.0,15.0,0.0,75.0,255.0,14.0,0.0,0.3,1094.0,7.0
-3.8,18.0,15.0,0.0,145.0,240.0,8.0,0.0,0.0,1391.0,9.3
-3.8,18.0,15.0,0.0,145.0,240.0,8.0,0.0,0.0,1373.0,9.7
-3.8,18.0,15.0,0.0,145.0,240.0,8.0,0.0,0.0,1265.0,7.0
-3.8,18.0,15.0,0.0,135.0,240.0,8.0,0.0,0.0,1400.0,10.4
0.1,18.0,15.0,0.0,130.0,240.0,10.0,0.0,0.0,1352.0,8.5
0.1,18.0,15.0,0.0,130.0,240.0,10.0,0.0,0.3,1352.0,11.8
0.1,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1881.0,4.3
0.1,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1704.0,4.8
0.1,18.0,15.0,0.0,160.0,190.0,10.0,0.0,0.0,1845.0,4.5
0.1,18.0,15.0,0.0,160.0,180.0,8.0,0.0,0.0,1368.0,7.3
0.1,18.0,15.0,0.0,85.0,240.0,12.0,0.0,0.0,1200.0,9.5
0.1,18.0,15.0,0.0,90.0,210.0,12.0,0.0,0.0,807.0,1.9
0.1,18.0,15.0,0.0,90.0,210.0,12.0,0.0,0.0,801.0,1.5
0.1,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,809.0,1.9
0.1,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,775.0,1.7
0.1,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,800.0,1.7
0.1,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,788.0,1.8
0.1,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,806.0,1.8
0.1,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,833.0,2.1
0.1,18.0,15.0,0.0,115.0,240.0,11.0,0.0,0.0,1241.0,8.8
0.1,18.0,15.0,0.0,115.0,240.0,11.0,0.0,0.3,1286.0,13.7
0.1,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1274.0,12.5
0.1,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1307.0,14.1
0.1,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1292.0,11.2
0.1,18.0,15.0,0.0,80.0,255.0,14.0,0.0,0.3,1001.0,7.9
0.1,18.0,15.0,0.0,115.0,240.0,12.0,0.0,0.0,1322.0,7.5
0.1,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1247.0,12.9
0.1,18.0,15.0,0.0,70.0,260.0,14.0,0.0,0.1,905.0,1.9
0.1,18.0,15.0,0.0,70.0,260.0,14.0,0.1,0.3,866.0,1.8
0.1,18.0,15.0,0.0,80.0,255.0,12.0,0.0,0.1,1148.0,6.9
0.1,18.0,15.0,0.0,75.0,260.0,14.0,0.1,0.3,1130.0,7.0
0.1,18.0,15.0,0.0,80.0,260.0,14.0,0.1,0.3,1160.0,7.0
0.1,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1112.0,6.1
0.1,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1205.0,7.4
0.1,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1166.0,5.9
0.1,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.3,1396.0,10.3
0.1,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.3,1223.0,9.3
0.1,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.3,1325.0,9.7
0.1,18.0,15.0,0.0,70.0,260.0,14.0,0.0,0.2,893.0,1.0
6.0,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1863.0,4.3
6.0,18.0,15.0,0.0,140.0,240.0,8.0,0.0,0.0,1389.0,9.2
6.0,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1272.0,8.0
6.0,18.0,15.0,0.0,145.0,200.0,8.0,0.0,0.0,1713.0,5.2
6.0,18.0,15.0,0.0,80.0,255.0,14.0,0.0,0.1,1146.0,6.2
6.0,18.0,15.0,0.0,90.0,240.0,14.0,0.0,0.3,1055.0,6.8
6.0,18.0,15.0,0.0,80.0,240.0,12.0,0.0,0.1,1043.0,5.6
6.0,18.0,15.0,0.0,80.0,255.0,14.0,0.1,0.3,1049.0,6.5
6.0,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1172.0,7.0
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1247.0,10.2
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1147.0,7.0
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1289.0,8.6
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1157.0,7.0
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1223.0,12.4
6.0,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1809.0,4.0
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1248.0,9.5
6.0,18.0,15.0,0.0,140.0,200.0,10.0,0.0,0.0,1662.0,6.0
6.0,18.0,15.0,0.0,165.0,190.0,8.0,0.0,0.0,1887.0,3.3
6.0,18.0,15.0,0.0,140.0,200.0,11.0,0.0,0.0,1623.0,6.5
6.0,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1202.0,7.2
6.0,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.0,1226.0,7.7
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1238.0,7.3
6.0,18.0,15.0,0.0,95.0,240.0,13.0,0.0,0.3,1241.0,11.7
6.0,18.0,15.0,0.0,95.0,240.0,13.0,0.0,0.3,1235.0,13.8
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1196.0,7.0
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.3,1172.0,7.0
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.3,1214.0,10.9
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1235.0,9.5
6.0,18.0,15.0,0.0,135.0,200.0,10.0,0.0,0.0,1746.0,4.6
6.0,18.0,15.0,0.0,135.0,200.0,12.0,0.0,0.3,1641.0,9.7
6.0,18.0,15.0,0.0,135.0,200.0,12.0,0.0,0.3,1701.0,7.7
6.0,18.0,15.0,0.0,90.0,240.0,13.0,0.0,0.0,1176.0,7.0
6.0,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.3,1608.0,10.2
6.0,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.3,1554.0,10.5
6.0,18.0,15.0,0.0,100.0,240.0,13.0,0.0,0.3,1185.0,7.0
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.3,1200.0,8.0
6.0,18.0,15.0,0.0,125.0,200.0,12.0,0.0,0.0,1545.0,12.5
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1254.0,10.3
6.0,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1238.0,8.2
6.0,4.5,15.0,0.0,65.0,290.0,15.0,0.0,0.6,925.0,1.6
6.0,4.5,15.0,0.0,65.0,290.0,15.0,0.0,0.6,926.0,1.8
12.4,4.5,15.0,0.0,65.0,290.0,15.0,0.0,0.0,845.0,1.3
12.4,4.5,15.0,0.0,70.0,290.0,15.0,0.0,0.0,815.0,1.3
12.4,4.5,15.0,0.0,70.0,290.0,15.0,0.0,0.0,815.0,1.4
12.4,4.5,15.0,0.0,90.0,290.0,15.0,0.0,0.0,917.0,2.4
12.4,4.5,15.0,0.0,90.0,290.0,15.0,0.0,0.0,917.0,2.4
12.4,4.5,15.0,0.0,90.0,290.0,15.0,0.0,0.0,911.0,2.4
12.4,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1863.0,4.4
12.4,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1764.0,4.9
12.4,18.0,15.0,0.0,135.0,200.0,10.0,0.0,0.0,1590.0,11.3
12.4,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1803.0,4.8
12.4,18.0,15.0,0.0,160.0,190.0,8.0,0.0,0.0,1755.0,5.8
12.4,18.0,15.0,0.0,106.0,240.0,13.0,0.0,0.0,1238.0,7.0
12.4,18.0,15.0,0.0,145.0,210.0,8.0,0.0,0.0,1314.0,5.2
12.4,4.5,15.0,0.0,70.0,290.0,15.0,0.0,0.0,887.0,1.9
12.4,4.5,15.0,0.0,70.0,290.0,15.0,0.0,0.0,857.0,2.0
12.4,4.5,15.0,0.09,90.0,210.0,12.0,0.0,0.0,794.0,1.7
12.4,4.5,15.0,0.09,65.0,290.0,15.0,0.0,0.0,881.0,2.0
12.4,4.5,15.0,0.0,90.0,290.0,15.0,0.0,0.0,947.0,1.6
12.4,4.5,15.0,0.09,95.0,210.0,12.0,0.0,0.0,812.0,1.7
12.4,4.5,15.0,0.0,65.0,290.0,15.0,0.0,0.0,905.0,1.8
12.4,4.5,15.0,0.0,80.0,290.0,15.0,0.0,0.0,941.0,1.9
17.7,18.0,15.0,0.0,100.0,210.0,10.0,0.0,0.3,1292.0,11.0
17.7,18.0,15.0,0.0,100.0,210.0,10.0,0.0,0.3,1352.0,12.7
17.7,18.0,15.0,0.0,100.0,210.0,10.0,0.0,0.3,1448.0,14.1
17.7,18.0,15.0,0.0,95.0,210.0,10.0,0.0,0.3,1439.0,15.2
